dmc.rnd.tri,mV
113,112.78195488721805
114,137.15710723192018
115,161.29032258064512
116,185.1851851851852
117,208.84520884520882
118,232.27383863080684
119,255.47445255474454
120,278.45036319612586
121,301.20481927710847
122,323.7410071942446
123,346.0620525059665
124,368.1710213776722
125,390.0709219858156
126,411.764705882353
127,433.25526932084307
128,100.50251256281408
129,125.0
130,149.25373134328356
131,173.26732673267327
132,197.04433497536945
133,220.58823529411765
134,243.90243902439025
135,266.9902912621359
136,289.85507246376807
137,312.5
138,334.9282296650718
139,357.14285714285717
140,379.1469194312796
141,400.943396226415
142,422.5352112676056
143,443.9252336448599
144,112.78195488721805
145,137.15710723192018
146,161.29032258064515
147,185.1851851851852
148,208.84520884520882
149,232.2738386308068
150,255.47445255474454
151,278.45036319612586
152,301.2048192771084
153,323.7410071942446
154,346.0620525059666
155,368.1710213776722
156,390.0709219858156
157,411.76470588235287
158,433.2552693208431
159,454.5454545454545
160,125.0
161,149.25373134328356
162,173.26732673267327
163,197.04433497536945
164,220.58823529411765
165,243.90243902439025
166,266.9902912621359
167,289.85507246376807
168,312.5
169,334.9282296650718
170,357.14285714285717
171,379.1469194312796
172,400.943396226415
173,422.5352112676056
174,443.9252336448599
175,465.1162790697674
176,137.15710723192018
177,161.29032258064515
178,185.1851851851852
179,208.84520884520882
180,232.2738386308068
181,255.47445255474454
182,278.45036319612586
183,301.2048192771084
184,323.7410071942446
185,346.0620525059666
186,368.1710213776722
187,390.0709219858156
188,411.76470588235287
189,433.2552693208431
190,454.5454545454545
191,475.63805104408345
192,149.25373134328356
193,173.26732673267327
194,197.04433497536945
195,220.58823529411765
196,243.90243902439025
197,266.9902912621359
198,289.85507246376807
199,312.5
200,334.9282296650718
201,357.14285714285717
202,379.1469194312796
203,400.943396226415
204,422.5352112676056
205,443.9252336448599
206,465.1162790697674
207,486.1111111111112
208,161.29032258064515
209,185.1851851851852
210,208.84520884520882
211,232.2738386308068
212,255.47445255474454
213,278.45036319612586
214,301.2048192771084
215,323.7410071942447
216,346.0620525059666
217,368.1710213776722
218,390.0709219858156
219,411.76470588235287
220,433.2552693208431
221,454.5454545454545
222,475.63805104408345
223,496.5357967667437
224,173.26732673267327
225,197.04433497536945
226,220.58823529411765
227,243.90243902439025
228,266.9902912621359
229,289.85507246376807
230,312.5
231,334.9282296650718
232,357.14285714285717
233,379.1469194312796
234,400.943396226415
235,422.5352112676056
236,443.9252336448599
237,465.1162790697674
238,486.1111111111112
239,506.9124423963133
240,185.1851851851852
241,208.84520884520882
242,232.2738386308068
243,255.47445255474454
244,278.45036319612586
245,301.2048192771084
246,323.7410071942447
247,346.0620525059666
248,368.1710213776722
249,390.0709219858156
250,411.76470588235287
251,433.25526932084307
252,454.5454545454545
253,475.63805104408345
254,496.5357967667437
255,517.2413793103449
256,6.402048655569782
257,31.84713375796178
258,57.034220532319395
259,81.96721311475409
260,106.64993726474277
261,131.0861423220974
262,155.27950310559
263,179.23362175525338
264,202.95202952029518
265,226.438188494492
266,249.69549330085258
267,272.7272727272727
268,295.5367913148371
269,318.1272509003601
270,340.50179211469526
271,362.66349583828776
272,19.157088122605362
273,44.47268106734435
274,69.53223767383058
275,94.33962264150941
276,118.89862327909886
277,143.21295143212947
278,167.28624535315984
279,191.12207151664612
280,214.72392638036808
281,238.0952380952381
282,261.23936816524906
283,284.15961305925026
284,306.85920577617327
285,329.34131736526945
286,351.60905840286057
287,373.6654804270463
288,31.84713375796178
289,57.034220532319395
290,81.96721311475409
291,106.64993726474277
292,131.0861423220974
293,155.27950310559
294,179.23362175525338
295,202.95202952029518
296,226.438188494492
297,249.69549330085258
298,272.7272727272727
299,295.5367913148371
300,318.1272509003601
301,340.50179211469526
302,362.66349583828776
303,384.61538461538464
304,44.47268106734435
305,69.53223767383058
306,94.33962264150944
307,118.89862327909886
308,143.21295143212947
309,167.28624535315984
310,191.12207151664612
311,214.72392638036808
312,238.0952380952381
313,261.23936816524906
314,284.15961305925026
315,306.8592057761732
316,329.34131736526945
317,351.60905840286057
318,373.6654804270463
319,395.51357733175905
320,57.034220532319395
321,81.96721311475409
322,106.64993726474277
323,131.0861423220974
324,155.27950310559
325,179.2336217552534
326,202.95202952029518
327,226.438188494492
328,249.69549330085258
329,272.7272727272727
330,295.5367913148371
331,318.1272509003601
332,340.50179211469526
333,362.66349583828776
334,384.61538461538464
335,406.36042402826854
336,69.53223767383058
337,94.33962264150941
338,118.89862327909886
339,143.21295143212947
340,167.28624535315984
341,191.12207151664612
342,214.72392638036808
343,238.0952380952381
344,261.23936816524906
345,284.15961305925026
346,306.85920577617327
347,329.34131736526945
348,351.60905840286057
349,373.6654804270463
350,395.51357733175905
351,417.1562867215041
352,81.96721311475409
353,106.64993726474277
354,131.0861423220974
355,155.27950310559
356,179.2336217552534
357,202.95202952029518
358,226.438188494492
359,249.69549330085258
360,272.7272727272727
361,295.5367913148371
362,318.1272509003601
363,340.50179211469526
364,362.66349583828776
365,384.61538461538464
366,406.36042402826854
367,427.90152403282525
368,94.33962264150941
369,118.89862327909886
370,143.21295143212947
371,167.2862453531598
372,191.12207151664612
373,214.72392638036808
374,238.0952380952381
375,261.23936816524906
376,284.15961305925026
377,306.85920577617327
378,329.34131736526945
379,351.6090584028605
380,373.6654804270463
381,395.51357733175905
382,417.1562867215041
383,438.59649122807014
384,106.64993726474277
385,131.0861423220974
386,155.27950310559
387,179.23362175525338
388,202.95202952029518
389,226.438188494492
390,249.69549330085258
391,272.7272727272727
392,295.5367913148371
393,318.1272509003601
394,340.5017921146953
395,362.66349583828776
396,384.61538461538464
397,406.36042402826854
398,427.90152403282525
399,449.2415402567095
400,118.89862327909886
401,143.21295143212947
402,167.28624535315984
403,191.12207151664612
404,214.72392638036808
405,238.0952380952381
406,261.23936816524906
407,284.15961305925026
408,306.8592057761732
409,329.34131736526945
410,351.60905840286057
411,373.6654804270463
412,395.51357733175905
413,417.1562867215041
414,438.59649122807014
415,459.8370197904541
416,131.0861423220974
417,155.27950310559
418,179.23362175525338
419,202.95202952029518
420,226.438188494492
421,249.69549330085258
422,272.7272727272727
423,295.5367913148371
424,318.1272509003601
425,340.5017921146953
426,362.66349583828776
427,384.61538461538464
428,406.36042402826854
429,427.90152403282525
430,449.2415402567095
431,470.38327526132394
432,143.21295143212947
433,167.28624535315984
434,191.12207151664612
435,214.72392638036808
436,238.0952380952381
437,261.23936816524906
438,284.15961305925026
439,306.8592057761732
440,329.34131736526945
441,351.60905840286057
442,373.6654804270463
443,395.51357733175905
444,417.1562867215041
445,438.59649122807014
446,459.8370197904541
447,480.8806488991889
448,155.27950310559
449,179.23362175525338
450,202.95202952029518
451,226.438188494492
452,249.69549330085258
453,272.7272727272727
454,295.5367913148371
455,318.1272509003601
456,340.5017921146953
457,362.66349583828776
458,384.61538461538464
459,406.36042402826854
460,427.90152403282525
461,449.2415402567095
462,470.38327526132394
463,491.32947976878603
464,167.28624535315984
465,191.12207151664612
466,214.72392638036808
467,238.0952380952381
468,261.23936816524906
469,284.15961305925026
470,306.8592057761732
471,329.3413173652695
472,351.60905840286057
473,373.6654804270463
474,395.51357733175905
475,417.1562867215041
476,438.59649122807014
477,459.8370197904541
478,480.8806488991889
479,501.73010380622827
480,179.23362175525338
481,202.95202952029518
482,226.438188494492
483,249.69549330085258
484,272.7272727272727
485,295.5367913148371
486,318.1272509003601
487,340.5017921146953
488,362.66349583828776
489,384.61538461538464
490,406.36042402826854
491,427.90152403282525
492,449.2415402567095
493,470.38327526132394
494,491.32947976878603
495,512.0828538550057
496,191.12207151664612
497,214.72392638036808
498,238.0952380952381
499,261.23936816524906
500,284.15961305925026
501,306.8592057761732
502,329.3413173652695
503,351.60905840286057
504,373.6654804270463
505,395.51357733175905
506,417.1562867215041
507,438.59649122807
508,459.8370197904541
509,480.8806488991889
510,501.73010380622827
511,522.3880597014925
512,12.78772378516624
513,38.167938931297705
514,63.29113924050633
515,88.16120906801008
516,112.78195488721805
517,137.15710723192018
518,161.29032258064512
519,185.18518518518513
520,208.84520884520882
521,232.2738386308068
522,255.47445255474454
523,278.45036319612586
524,301.2048192771084
525,323.7410071942446
526,346.0620525059665
527,368.1710213776722
528,25.510204081632654
529,50.76142131979695
530,75.75757575757576
531,100.50251256281408
532,125.0
533,149.25373134328356
534,173.26732673267327
535,197.04433497536945
536,220.58823529411762
537,243.90243902439025
538,266.9902912621359
539,289.85507246376807
540,312.5
541,334.9282296650718
542,357.14285714285717
543,379.1469194312796
544,38.167938931297705
545,63.29113924050633
546,88.16120906801008
547,112.78195488721805
548,137.15710723192018
549,161.29032258064512
550,185.18518518518513
551,208.84520884520882
552,232.2738386308068
553,255.47445255474454
554,278.45036319612586
555,301.2048192771084
556,323.7410071942446
557,346.0620525059665
558,368.1710213776722
559,390.0709219858156
560,50.76142131979695
561,75.75757575757576
562,100.50251256281408
563,124.99999999999999
564,149.25373134328356
565,173.26732673267327
566,197.04433497536945
567,220.58823529411762
568,243.90243902439025
569,266.9902912621359
570,289.85507246376807
571,312.5
572,334.9282296650718
573,357.14285714285717
574,379.1469194312796
575,400.943396226415
576,63.29113924050633
577,88.16120906801008
578,112.78195488721805
579,137.15710723192018
580,161.29032258064512
581,185.1851851851852
582,208.84520884520882
583,232.2738386308068
584,255.47445255474454
585,278.45036319612586
586,301.2048192771084
587,323.7410071942446
588,346.0620525059665
589,368.1710213776722
590,390.0709219858156
591,411.76470588235287
592,75.75757575757576
593,100.50251256281408
594,125.0
595,149.25373134328356
596,173.26732673267327
597,197.04433497536945
598,220.58823529411762
599,243.90243902439025
600,266.9902912621359
601,289.85507246376807
602,312.5
603,334.9282296650718
604,357.14285714285717
605,379.1469194312796
606,400.943396226415
607,422.5352112676057
608,88.16120906801008
609,112.78195488721805
610,137.15710723192018
611,161.29032258064512
612,185.1851851851852
613,208.84520884520882
614,232.2738386308068
615,255.47445255474454
616,278.45036319612586
617,301.2048192771084
618,323.7410071942446
619,346.0620525059665
620,368.1710213776722
621,390.0709219858156
622,411.76470588235287
623,433.25526932084307
624,100.50251256281408
625,125.0
626,149.25373134328356
627,173.26732673267324
628,197.04433497536945
629,220.58823529411762
630,243.90243902439025
631,266.9902912621359
632,289.85507246376807
633,312.5
634,334.9282296650718
635,357.1428571428571
636,379.1469194312796
637,400.943396226415
638,422.5352112676057
639,443.92523364485976
640,112.78195488721805
641,137.15710723192018
642,161.29032258064512
643,185.18518518518513
644,208.84520884520882
645,232.2738386308068
646,255.47445255474454
647,278.45036319612586
648,301.2048192771084
649,323.7410071942446
650,346.0620525059666
651,368.1710213776722
652,390.0709219858156
653,411.76470588235287
654,433.25526932084307
655,454.5454545454545
656,125.0
657,149.25373134328356
658,173.26732673267327
659,197.04433497536945
660,220.58823529411762
661,243.90243902439025
662,266.9902912621359
663,289.85507246376807
664,312.5
665,334.9282296650718
666,357.14285714285717
667,379.1469194312796
668,400.943396226415
669,422.5352112676056
670,443.9252336448599
671,465.1162790697674
672,137.15710723192018
673,161.29032258064512
674,185.18518518518513
675,208.84520884520882
676,232.2738386308068
677,255.47445255474454
678,278.45036319612586
679,301.2048192771084
680,323.7410071942446
681,346.0620525059666
682,368.1710213776722
683,390.0709219858156
684,411.76470588235287
685,433.25526932084307
686,454.5454545454545
687,475.63805104408345
688,149.25373134328356
689,173.26732673267327
690,197.04433497536945
691,220.58823529411762
692,243.90243902439025
693,266.9902912621359
694,289.85507246376807
695,312.5
696,334.9282296650718
697,357.14285714285717
698,379.1469194312796
699,400.943396226415
700,422.5352112676056
701,443.9252336448599
702,465.1162790697674
703,486.1111111111112
704,161.29032258064512
705,185.18518518518513
706,208.84520884520882
707,232.2738386308068
708,255.47445255474454
709,278.45036319612586
710,301.2048192771084
711,323.74100719424456
712,346.0620525059666
713,368.1710213776722
714,390.0709219858156
715,411.76470588235287
716,433.25526932084307
717,454.5454545454545
718,475.63805104408345
719,496.5357967667437
720,173.26732673267327
721,197.04433497536945
722,220.58823529411762
723,243.90243902439025
724,266.9902912621359
725,289.85507246376807
726,312.5
727,334.9282296650718
728,357.14285714285717
729,379.1469194312796
730,400.943396226415
731,422.5352112676056
732,443.9252336448599
733,465.1162790697674
734,486.1111111111112
735,506.9124423963133
736,185.18518518518513
737,208.84520884520882
738,232.2738386308068
739,255.47445255474454
740,278.45036319612586
741,301.2048192771084
742,323.74100719424456
743,346.0620525059666
744,368.1710213776722
745,390.0709219858156
746,411.76470588235287
747,433.25526932084307
748,454.5454545454545
749,475.63805104408345
750,496.5357967667437
751,517.2413793103449
752,197.04433497536945
753,220.58823529411762
754,243.90243902439025
755,266.9902912621359
756,289.85507246376807
757,312.5
758,334.9282296650718
759,357.14285714285717
760,379.1469194312796
761,400.943396226415
762,422.5352112676056
763,443.92523364485976
764,465.1162790697674
765,486.1111111111112
766,506.9124423963133
767,527.5229357798164
768,19.157088122605362
769,44.472681067344354
770,69.53223767383058
771,94.33962264150941
772,118.89862327909886
773,143.21295143212947
774,167.2862453531598
775,191.1220715166461
776,214.72392638036808
777,238.0952380952381
778,261.23936816524906
779,284.15961305925026
780,306.8592057761732
781,329.34131736526945
782,351.6090584028605
783,373.6654804270463
784,31.84713375796178
785,57.03422053231938
786,81.96721311475409
787,106.64993726474277
788,131.0861423220974
789,155.27950310559
790,179.23362175525338
791,202.95202952029518
792,226.438188494492
793,249.69549330085258
794,272.7272727272727
795,295.5367913148371
796,318.1272509003601
797,340.50179211469526
798,362.66349583828776
799,384.61538461538464
800,44.472681067344354
801,69.53223767383058
802,94.33962264150941
803,118.89862327909886
804,143.21295143212947
805,167.2862453531598
806,191.1220715166461
807,214.72392638036808
808,238.0952380952381
809,261.23936816524906
810,284.15961305925026
811,306.8592057761732
812,329.34131736526945
813,351.6090584028605
814,373.6654804270463
815,395.51357733175905
816,57.03422053231938
817,81.96721311475409
818,106.6499372647428
819,131.08614232209734
820,155.27950310559
821,179.23362175525338
822,202.95202952029518
823,226.438188494492
824,249.69549330085258
825,272.7272727272727
826,295.5367913148371
827,318.1272509003601
828,340.50179211469526
829,362.66349583828776
830,384.61538461538464
831,406.36042402826854
832,69.53223767383058
833,94.33962264150941
834,118.89862327909886
835,143.21295143212947
836,167.2862453531598
837,191.12207151664612
838,214.72392638036808
839,238.09523809523802
840,261.23936816524906
841,284.15961305925026
842,306.8592057761732
843,329.34131736526945
844,351.6090584028605
845,373.6654804270463
846,395.51357733175905
847,417.1562867215041
848,81.96721311475409
849,106.64993726474277
850,131.0861423220974
851,155.27950310559
852,179.23362175525338
853,202.95202952029518
854,226.438188494492
855,249.69549330085258
856,272.7272727272727
857,295.5367913148371
858,318.1272509003601
859,340.50179211469526
860,362.66349583828776
861,384.61538461538464
862,406.36042402826854
863,427.90152403282525
864,94.33962264150941
865,118.89862327909886
866,143.21295143212947
867,167.2862453531598
868,191.12207151664612
869,214.72392638036808
870,238.09523809523802
871,261.23936816524906
872,284.15961305925026
873,306.8592057761732
874,329.34131736526945
875,351.6090584028605
876,373.6654804270463
877,395.51357733175905
878,417.1562867215041
879,438.59649122807014
880,106.64993726474277
881,131.0861423220974
882,155.27950310559
883,179.23362175525338
884,202.95202952029518
885,226.438188494492
886,249.69549330085258
887,272.7272727272727
888,295.5367913148371
889,318.1272509003601
890,340.50179211469526
891,362.66349583828764
892,384.61538461538464
893,406.36042402826854
894,427.90152403282525
895,449.2415402567095
896,118.89862327909886
897,143.21295143212947
898,167.2862453531598
899,191.1220715166461
900,214.72392638036808
901,238.0952380952381
902,261.23936816524906
903,284.15961305925026
904,306.8592057761732
905,329.34131736526945
906,351.60905840286057
907,373.6654804270463
908,395.51357733175905
909,417.1562867215041
910,438.59649122807
911,459.8370197904541
912,131.0861423220974
913,155.27950310559
914,179.23362175525338
915,202.95202952029518
916,226.438188494492
917,249.69549330085258
918,272.7272727272727
919,295.5367913148371
920,318.1272509003601
921,340.50179211469526
922,362.66349583828776
923,384.61538461538464
924,406.36042402826854
925,427.90152403282525
926,449.2415402567095
927,470.38327526132394
928,143.21295143212947
929,167.2862453531598
930,191.1220715166461
931,214.72392638036808
932,238.0952380952381
933,261.23936816524906
934,284.15961305925026
935,306.8592057761732
936,329.34131736526945
937,351.60905840286057
938,373.6654804270463
939,395.51357733175905
940,417.1562867215041
941,438.59649122807
942,459.8370197904541
943,480.8806488991889
944,155.27950310559
945,179.23362175525338
946,202.95202952029518
947,226.438188494492
948,249.69549330085258
949,272.7272727272727
950,295.5367913148371
951,318.1272509003601
952,340.50179211469526
953,362.66349583828776
954,384.61538461538464
955,406.36042402826854
956,427.90152403282525
957,449.2415402567095
958,470.38327526132394
959,491.32947976878603
960,167.2862453531598
961,191.1220715166461
962,214.72392638036808
963,238.0952380952381
964,261.23936816524906
965,284.15961305925026
966,306.8592057761732
967,329.3413173652694
968,351.60905840286057
969,373.6654804270463
970,395.51357733175905
971,417.1562867215041
972,438.59649122807
973,459.8370197904541
974,480.8806488991889
975,501.73010380622827
976,179.23362175525338
977,202.95202952029518
978,226.438188494492
979,249.69549330085258
980,272.7272727272727
981,295.5367913148371
982,318.1272509003601
983,340.5017921146953
984,362.66349583828776
985,384.61538461538464
986,406.36042402826854
987,427.90152403282525
988,449.2415402567095
989,470.38327526132394
990,491.32947976878603
991,512.0828538550057
992,191.1220715166461
993,214.72392638036808
994,238.0952380952381
995,261.23936816524906
996,284.15961305925026
997,306.8592057761732
998,329.3413173652694
999,351.60905840286057
1000,373.6654804270463
1001,395.51357733175905
1002,417.1562867215041
1003,438.59649122807
1004,459.8370197904541
1005,480.8806488991889
1006,501.73010380622827
1007,522.3880597014925
1008,202.95202952029518
1009,226.438188494492
1010,249.69549330085258
1011,272.7272727272727
1012,295.5367913148371
1013,318.1272509003601
1014,340.5017921146953
1015,362.66349583828776
1016,384.61538461538464
1017,406.36042402826854
1018,427.90152403282525
1019,449.24154025670936
1020,470.38327526132394
1021,491.32947976878603
1022,512.0828538550057
1023,532.6460481099655
1024,25.510204081632654
1025,50.76142131979695
1026,75.75757575757575
1027,100.50251256281408
1028,125.0
1029,149.2537313432836
1030,173.26732673267327
1031,197.04433497536945
1032,220.58823529411765
1033,243.90243902439025
1034,266.9902912621359
1035,289.85507246376807
1036,312.5
1037,334.9282296650718
1038,357.1428571428571
1039,379.1469194312796
1040,38.167938931297705
1041,63.29113924050633
1042,88.1612090680101
1043,112.78195488721802
1044,137.15710723192018
1045,161.29032258064515
1046,185.1851851851852
1047,208.84520884520887
1048,232.2738386308068
1049,255.47445255474454
1050,278.45036319612586
1051,301.2048192771084
1052,323.7410071942446
1053,346.0620525059665
1054,368.1710213776722
1055,390.0709219858156
1056,50.76142131979695
1057,75.75757575757575
1058,100.50251256281408
1059,125.0
1060,149.2537313432836
1061,173.26732673267327
1062,197.04433497536945
1063,220.58823529411765
1064,243.90243902439025
1065,266.9902912621359
1066,289.85507246376807
1067,312.5
1068,334.9282296650718
1069,357.1428571428571
1070,379.1469194312796
1071,400.943396226415
1072,63.29113924050633
1073,88.1612090680101
1074,112.78195488721805
1075,137.15710723192018
1076,161.29032258064515
1077,185.1851851851852
1078,208.84520884520887
1079,232.2738386308068
1080,255.47445255474454
1081,278.45036319612586
1082,301.2048192771084
1083,323.74100719424456
1084,346.0620525059665
1085,368.1710213776722
1086,390.0709219858156
1087,411.76470588235287
1088,75.75757575757575
1089,100.50251256281408
1090,125.0
1091,149.2537313432836
1092,173.26732673267327
1093,197.04433497536945
1094,220.58823529411765
1095,243.90243902439022
1096,266.9902912621359
1097,289.85507246376807
1098,312.5
1099,334.9282296650718
1100,357.1428571428571
1101,379.1469194312796
1102,400.943396226415
1103,422.5352112676056
1104,88.1612090680101
1105,112.78195488721802
1106,137.15710723192018
1107,161.29032258064515
1108,185.1851851851852
1109,208.84520884520887
1110,232.2738386308068
1111,255.47445255474454
1112,278.45036319612586
1113,301.2048192771084
1114,323.7410071942446
1115,346.0620525059665
1116,368.1710213776722
1117,390.0709219858156
1118,411.76470588235287
1119,433.25526932084307
1120,100.50251256281408
1121,125.0
1122,149.2537313432836
1123,173.26732673267327
1124,197.04433497536945
1125,220.58823529411765
1126,243.90243902439022
1127,266.9902912621359
1128,289.85507246376807
1129,312.5
1130,334.9282296650718
1131,357.1428571428571
1132,379.1469194312796
1133,400.943396226415
1134,422.5352112676056
1135,443.92523364485976
1136,112.78195488721802
1137,137.15710723192018
1138,161.29032258064515
1139,185.18518518518513
1140,208.84520884520887
1141,232.2738386308068
1142,255.47445255474454
1143,278.45036319612586
1144,301.2048192771084
1145,323.7410071942446
1146,346.0620525059665
1147,368.17102137767216
1148,390.0709219858156
1149,411.76470588235287
1150,433.25526932084307
1151,454.5454545454545
1152,125.0
1153,149.2537313432836
1154,173.26732673267327
1155,197.04433497536945
1156,220.58823529411765
1157,243.90243902439025
1158,266.9902912621359
1159,289.85507246376807
1160,312.5
1161,334.9282296650718
1162,357.14285714285717
1163,379.1469194312796
1164,400.943396226415
1165,422.5352112676056
1166,443.92523364485976
1167,465.1162790697674
1168,137.15710723192018
1169,161.29032258064515
1170,185.1851851851852
1171,208.84520884520887
1172,232.2738386308068
1173,255.47445255474454
1174,278.45036319612586
1175,301.2048192771084
1176,323.74100719424456
1177,346.0620525059665
1178,368.1710213776722
1179,390.0709219858156
1180,411.76470588235287
1181,433.25526932084307
1182,454.5454545454545
1183,475.63805104408345
1184,149.2537313432836
1185,173.26732673267327
1186,197.04433497536945
1187,220.58823529411765
1188,243.90243902439025
1189,266.9902912621359
1190,289.85507246376807
1191,312.5
1192,334.9282296650718
1193,357.14285714285717
1194,379.1469194312796
1195,400.943396226415
1196,422.5352112676056
1197,443.92523364485976
1198,465.1162790697674
1199,486.1111111111112
1200,161.29032258064515
1201,185.1851851851852
1202,208.84520884520887
1203,232.2738386308068
1204,255.47445255474454
1205,278.45036319612586
1206,301.2048192771084
1207,323.74100719424456
1208,346.0620525059665
1209,368.1710213776722
1210,390.0709219858156
1211,411.76470588235287
1212,433.25526932084307
1213,454.5454545454545
1214,475.63805104408345
1215,496.5357967667437
1216,173.26732673267327
1217,197.04433497536945
1218,220.58823529411765
1219,243.90243902439025
1220,266.9902912621359
1221,289.85507246376807
1222,312.5
1223,334.92822966507174
1224,357.14285714285717
1225,379.1469194312796
1226,400.943396226415
1227,422.5352112676056
1228,443.92523364485976
1229,465.1162790697674
1230,486.1111111111112
1231,506.9124423963133
1232,185.1851851851852
1233,208.84520884520887
1234,232.2738386308068
1235,255.47445255474454
1236,278.45036319612586
1237,301.2048192771084
1238,323.74100719424456
1239,346.0620525059666
1240,368.1710213776722
1241,390.0709219858156
1242,411.76470588235287
1243,433.25526932084307
1244,454.5454545454545
1245,475.63805104408345
1246,496.5357967667437
1247,517.2413793103449
1248,197.04433497536945
1249,220.58823529411765
1250,243.90243902439025
1251,266.9902912621359
1252,289.85507246376807
1253,312.5
1254,334.92822966507174
1255,357.14285714285717
1256,379.1469194312796
1257,400.943396226415
1258,422.5352112676056
1259,443.92523364485976
1260,465.1162790697674
1261,486.1111111111112
1262,506.9124423963133
1263,527.5229357798164
1264,208.84520884520887
1265,232.2738386308068
1266,255.47445255474454
1267,278.45036319612586
1268,301.2048192771084
1269,323.74100719424456
1270,346.0620525059666
1271,368.1710213776722
1272,390.0709219858156
1273,411.76470588235287
1274,433.25526932084307
1275,454.54545454545445
1276,475.63805104408345
1277,496.5357967667437
1278,517.2413793103449
1279,537.7574370709382
1280,31.84713375796178
1281,57.034220532319395
1282,81.96721311475409
1283,106.64993726474277
1284,131.0861423220974
1285,155.27950310559004
1286,179.23362175525338
1287,202.95202952029518
1288,226.438188494492
1289,249.69549330085258
1290,272.7272727272727
1291,295.5367913148371
1292,318.1272509003601
1293,340.50179211469526
1294,362.66349583828764
1295,384.61538461538464
1296,44.47268106734435
1297,69.53223767383058
1298,94.33962264150944
1299,118.89862327909886
1300,143.21295143212947
1301,167.28624535315984
1302,191.12207151664612
1303,214.7239263803681
1304,238.09523809523802
1305,261.23936816524906
1306,284.15961305925026
1307,306.8592057761732
1308,329.34131736526945
1309,351.6090584028605
1310,373.6654804270463
1311,395.51357733175905
1312,57.034220532319395
1313,81.96721311475409
1314,106.64993726474277
1315,131.0861423220974
1316,155.27950310559004
1317,179.23362175525338
1318,202.95202952029518
1319,226.438188494492
1320,249.69549330085258
1321,272.7272727272727
1322,295.5367913148371
1323,318.1272509003601
1324,340.50179211469526
1325,362.66349583828764
1326,384.61538461538464
1327,406.36042402826854
1328,69.53223767383058
1329,94.33962264150944
1330,118.89862327909887
1331,143.21295143212947
1332,167.28624535315984
1333,191.12207151664612
1334,214.7239263803681
1335,238.09523809523802
1336,261.23936816524906
1337,284.15961305925026
1338,306.8592057761732
1339,329.3413173652694
1340,351.6090584028605
1341,373.6654804270463
1342,395.51357733175905
1343,417.1562867215041
1344,81.96721311475409
1345,106.64993726474277
1346,131.0861423220974
1347,155.27950310559004
1348,179.23362175525338
1349,202.95202952029524
1350,226.438188494492
1351,249.69549330085255
1352,272.7272727272727
1353,295.5367913148371
1354,318.1272509003601
1355,340.50179211469526
1356,362.66349583828764
1357,384.61538461538464
1358,406.36042402826854
1359,427.90152403282525
1360,94.33962264150944
1361,118.89862327909886
1362,143.21295143212947
1363,167.28624535315984
1364,191.12207151664612
1365,214.7239263803681
1366,238.09523809523802
1367,261.23936816524906
1368,284.15961305925026
1369,306.8592057761732
1370,329.34131736526945
1371,351.6090584028605
1372,373.6654804270463
1373,395.51357733175905
1374,417.1562867215041
1375,438.59649122807014
1376,106.64993726474277
1377,131.0861423220974
1378,155.27950310559004
1379,179.23362175525338
